Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,IDSInCA
30028070,30,30028,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De Los Asentamientos,Irigoyen y Las Rosas,,E3206BSB,,,,,-30.9865880,-57.9180310,Localización precisa,,DNPyM,,,300361
30028070,30,30028,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo Del Termalismo,Av. San Martín y Las Hortensias,,E3206APR,3456,481 586,,,-30.9909570,-57.9170850,Localización precisa,,DNPyM,Privada,,300362
30028070,30,30028,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De La Imagen Eladio Fernández Piaggio,Las Hortensias S/N,,3206,3456,481 035,,,-30.9965930,-57.9296150,Localización precisa,,DNPyM,,,300363
30088010,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,General Campos,Museo Regional Malva Emparanza,Herminio y Quiroz S/N,,,345,490 138,museoregionalgralcampos@yahoo.com.ar,,-31.5335100,-58.4005700,Localización precisa,,DNPyM,,,300386
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Casa De La Cultura Museo Quirós,,,E2840BUC,,,,,-33.1503290,-59.3104690,Localización precisa,,DNPyM,,,300397
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Del Ferrocarril,Ex Estación Terminal del Ferrocarril General Urquiza,,2840,3444,424 110,,,-33.1509590,-59.3150280,Localización precisa,,DNPyM,,,300398
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo De Paleontología Dr. Diego Echazarreta,Tratado del Pilar y López Pilar. Manzana de la Escuela Nº 20,,2840,3444,481 068,,,-33.1509590,-59.3150280,Localización precisa,,DNPyM,,,300399
30049040,30,30049,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Histórico Juan Bautista Ambrosetti,San Antonio (Norte) 230,,E2840DTF,3444,424 105 INT. 22,museoambrosetti@yahoo.com,,-33.1435700,-59.3129950,Localización precisa,,DNPyM,Municipal,,300400
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Instituto Magnasco Y Biblioteca Popular Olegario V. Andrade,Camila Nievas 78,,E2822FED,3446,427 287,biblio220@infovia.com.ar,,-33.0096000,-58.5094000,Localización precisa,,DNPyM,Privada,1898,300401
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Azotea De Lapalma,San Luis 350,,E2820FOH,3446,437 028,derudi7@hotmail.com,,-33.0036000,-58.5262000,Localización precisa,,DNPyM,Municipal,1986,300402
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Agricola Regional,Urquiza al Oeste y Ruta 14,,E2820AER,3446,426 357,museoagricolasrg@yahoo.com.ar,,-33.0124000,-58.6067000,Localización precisa,,DNPyM,Privada,2003,300403
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Ferroviario Gualeguaychú,Avda. Maestra Piccini Entre Ayacucho y Maipú,,E2822DZK,3446,437 034,parqueestacion@hotmail.com,,-33.0176000,-58.5198000,Localización precisa,,DNPyM,Municipal,2007,300404
30056070,30,30056,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Casa De Haedo,San José 105,,E2820EKC,3446,437 036,azoteadelapalma@yahoo.com.ar,,-33.0070000,-58.5121000,Localización precisa,,DNPyM,Municipal,1987,300405
30070040,30,30070,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Municipal De Bellas Artes,Italia 1043,,E3190DNK,3437,424 635,,,-30.7411270,-59.6435460,Localización precisa,,DNPyM,Municipal,1997,300449
30070040,30,30070,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Regional Municipal Alicia González Castrillón,3 de Febrero y French,,E3190AAB,3437,421 265,,,-30.7379600,-59.6455140,Localización precisa,,DNPyM,Municipal,1972,300450
30021150,30,30021,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Libertador Norte,Museo Histórico Municipal Dr. Roberto Habenicht,Linares Cardoso 330,,E3103XAF,343,491 0082,municlibsanmartin@infovia.com.ar,,-32.0790600,-60.4638540,Localización precisa,,DNPyM,Municipal,2000,300513
30077070,30,30077,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Nogoya,Museo Municipal De Nogoyá,25 de Mayo 687,,E3150AFI,3435,423 169,,,-32.4022570,-59.7878300,Localización precisa,,DNPyM,Municipal,1987,300584
30084150,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Regional Conrado Hasenauer,Los Tordos (Detrás del Complejo Municipal de Piletas),,E3100XAD,,,,,-31.8281700,-60.5182650,Localización precisa,,DNPyM,Municipal,,300588
30084150,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Carl Sagan Asociación Entrerriana De Astronomía,Complejo Esc. Alberdi - Observatorio Oro Verde,,E3100XAD,343,434 0229,,,-31.8281700,-60.5182650,Localización precisa,,DNPyM,Privada,1986,300589
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Barrial De Puerto Viejo Y Cuesta Los Vascos,Av. Estrada 1057,,E3100EOA,343,422 9871,,,-31.7144550,-60.5416780,Localización precisa,,DNPyM,,,300593
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De La Ciudad Dr. Cesar Blas Pérez Colman,Buenos Aires 226,,E3100BQF,343,421 1884,,,-31.7294000,-60.5307000,Localización precisa,,DNPyM,,,300594
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Sitio Santos Domínguez Y Berguria,Monte Caseros y Urquiza,,E3100ACA,343,421 8253,,,-31.7325740,-60.5285630,Localización precisa,,DNPyM,Municipal,,300595
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Y Mercado Provincial De Artesanías De Entre Ríos,Urquiza 1239,,E3100FFC,343,420 8891,,,-31.7366000,-60.5170000,Localización precisa,,DNPyM,Provincial,,300596
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Interactivo De Ciencias Puerto Ciencia,B. Racedo y Pascual Palma,,E3100IDH,343,420 2240,,,-31.7459600,-60.5287070,Localización precisa,,DNPyM,Nacional,,300597
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Ciencias Naturales Y Antropológicas Prof. Antonio Serrano,Carlos Gardel 62,,E3100FWB,343,420 8894,museoserrano@hotmail.com,,-31.7274000,-60.5284000,Localización precisa,,DNPyM,Provincial,,300598
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Histórico De Entre Ríos Martiniano Leguizamón,Buenos Aires y Laprida,,E3100BQF,343,420 7869,museohistorico@gmail.com,,-31.7413000,-60.5115000,Localización precisa,,DNPyM,Provincial,,300599
30084160,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Provincial De Bellas Arte Dr. Pedro E. Martínez,Buenos Aires 355,,E3100BQG,43,311527,prensabellasartes@yahoo.com.ar,,-31.7276000,-60.5300000,Localización precisa,,DNPyM,Provincial,1981,300600
30091100,30,30091,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Rosario del Tala,Museo Municipal Rosario Del Tala,Urquiza 259,,E3174BLE,,,,,-32.3014860,-59.1378960,Localización precisa,,DNPyM,Municipal,1965,300729
30008090,30,30008,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San José,Museo Histórico Regional De La Colonia San José,Urquiza 1127,,E3283DHM,3447,470 088,museohistorico@ciudad.com.ar,,-32.2019700,-58.2244860,Localización precisa,,DNPyM,Municipal,1957,300794
30088020,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo De La Estación,Giacomelli S/N. Estación de San Salvador,,3218,,,,,-31.6279600,-58.5041000,Localización precisa,,DNPyM,,,300851
30088020,30,30088,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo Del Arroz,San Martín y Manuel Belgrano,,3218,345,491 0035,,,-31.6239990,-58.5071670,Localización precisa,,DNPyM,Municipal,2008,300852
30084270,30,30084,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Viale,Museo De La Ciudad,Av. Dr. Martín Panutto Nº 277,,E3109AWC,343,492 0011,museo@vialedigital.com.ar,,-31.8738650,-60.0099230,Localización precisa,,DNPyM,,,300972
30113070,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villa Domínguez,Museo Y Archivo Histórico Regional De Las Colonias Judías,San Martín 99,,E3246BAA,3455,492 191,museodelascolonias@infinet.com.ar,,-31.9851200,-58.9629700,Localización precisa,,DNPyM,Municipal,1985,300999
30113080,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo Histórico Regional Municipal,Juan Hermelo 519,,E3240DNK,3455,424 222,,,-31.8678720,-59.0290800,Localización precisa,,DNPyM,Municipal,1982,301035
30113080,30,30113,,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo De Antropología Indígena Tierra De Minuanes,Caseros 426,,E3240BTR,,,,,-31.8699370,-59.0273120,Localización precisa,,DNPyM,Municipal,2008,301036
30098040,30,30098,,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Sala Evocativa De La Ribera,Avda. Paysandú y Spiro,,3260,3442,424210,,,-32.4877760,-58.2320830,Localización precisa,,Gobierno de la Provincia,,,301052
30098040,30,30098,,Espacios de Exhibición Patrimonial,,Entre Ríos,Concepción del Uruguay,Yuchan,Galarza y Supremo Entrerriano,,3260,3442,441602,juanjorossi@argentina.com,,-32.4877760,-58.2320830,Localización precisa,,Gobierno de la Provincia,,,301053
30084160,30,30084,,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Casa De La Cultura De Entre Ríos,Carbó 194,,3100,343,4207901,casaculturaentrerios@yahoo.com.ar,,-31.7373000,-60.5317000,Localización precisa,,Gobierno de la Provincia,,,301069
30084160,30,30084,,Espacios de Exhibición Patrimonial,,Entre Ríos,Paraná,Fototeca De Entre Ríos,Irigoyen 329,,3100,343,4030283,info@eduardosegura.com.ar,,-31.7391000,-60.5259000,Localización precisa,,Gobierno de la Provincia,,,301070
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo De La Policía,Barrio 2 de Abril,,3600,,,,,-26.1753240,-58.1972890,Localización precisa,,DNPyM,,,300372
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Del Suri,Calle O` Higgins - Barrio San Miguel,,3600,,,,,-26.1808130,-58.2014770,Localización precisa,,DNPyM,,,300373
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Histórico Y Regional Juan Pablo Duffard,Av. 25 de Mayo 58,,P3600AXN,,,,,-26.1818340,-58.1650250,Localización precisa,,DNPyM,Provincial,1963,300374
34014020,34,34014,,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Sacro Cultural Padre Carmelo Sciullo,Barrio Villa del Rosario,,3600,,,,,-26.1992950,-58.2077210,Localización precisa,,DNPyM,Provincial,2008,300375
34049020,34,34049,,Espacios de Exhibición Patrimonial,Museos,Formosa,Laguna Blanca,Museo Regional Del Noreste Formoseño,Ruta 86,,3613,,,direccionde patrimonio@formosa.gov.ar,,-25.1328260,-58.2458790,Localización precisa,,DNPyM,Provincial,,300488
34056040,34,34056,,Espacios de Exhibición Patrimonial,Museos,Formosa,Pirané,Museo Del Pueblo,"Centro Municipal de Cultura y Deportes, Roque Sáenz Peña y San Lorenzo",,3606,3717,461 007,,,-25.7332030,-59.1075400,Localización precisa,,DNPyM,Municipal,1987,300609
34021060,34,34021,,Espacios de Exhibición Patrimonial,Museos,Formosa,Villa Escolar,Museo De Ciencias Naturales,,,3525,,,,,-26.6222920,-58.6704180,Localización precisa,,DNPyM,,,301003
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Alto La Viña,Centro Cultural Y Museo Jorge Pasquini López,Víctor Hugo 45,,Y4600XAU,388,15 4047 509,,,-24.1826000,-65.2730000,Localización precisa,,DNPyM,Privada,2000,300017
38035040,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Calilegua,Museo Regional De Artes Plásticas Casique Calilegua,"Av. Sarmiento, Esq. San Martín",,Y4514BOR,3886,430 913,,,-23.7744770,-64.7654500,Localización precisa,,DNPyM,Municipal,2007,300076
38014040,38,38014,,Espacios de Exhibición Patrimonial,Museos,Jujuy,El Carmen,Museo Del Automóvil Antiguo,Moreno 52 Esq. Perón,,Y4603CHB,,,,,-24.3848740,-65.2676970,Localización precisa,,DNPyM,,,300337
38094040,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Hornillos,Complejo Cultural Posta De Hornillos,Ruta Nac. N° 9 Km. 73,,Y4622XAK,,,,,-22.0809150,-65.9970050,Localización precisa,,DNPyM,Provincial,1983,300408
38094020,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huacalera,Museo Arqueológico E Histórico De Huacalera,"Calle Lavalle, Esq. Av. 20 de Junio",,Y4626XAI,388,495 5204,,,-23.4336130,-65.3537340,Localización precisa,,DNPyM,Municipal,,300409
38094040,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huichaira,Museo En Los Cerros,Quebrada de Huichaira S/N,,Y4624XAH,11,59142134,,,-23.6105920,-65.4089160,Localización precisa,,DNPyM,,,300411
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Dr. Justiniano Torres Aparicio,Córdoba 115,,Y4630BNC,388,422 8993,,,-23.2046550,-65.3497990,Localización precisa,,DNPyM,Privada,,300415
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Del Patrimonio Intangible,Buenos Aires 433,,Y4630BCI,388,15 4173 549,,,-23.2069360,-65.3483660,Localización precisa,,DNPyM,Privada,,300416
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Municipal,Santa Fe S/N Barrio Centro,,Y4630BCP,3887,421 375,,,-23.2055050,-65.3523160,Localización precisa,,DNPyM,Municipal,,300417
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Francisco Ramoneda,Salta 214,,Y4630DNF,3887,421 066,,,-23.2025890,-65.3469170,Localización precisa,,DNPyM,Privada,1940,300418
38028040,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo  De Esculturas Nicasio Fernández Mar,Buenos Aires S/N,,Y4630BCP,3887,421 375,,,-23.8646880,-65.4721780,Localización precisa,,DNPyM,Municipal,1988,300419
38112050,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Comunitario Puna,Árabe Siria y 25 de Mayo,,Y4650CMB,3885,423 039,,,-22.1035370,-65.5977410,Localización precisa,,DNPyM,Municipal,,300477
38112050,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Arqueológico Y Etnográfico Musoj Ñan,Sarmiento 60,,Y4650CYN,388,423 423,,,-22.1089330,-65.5959210,Localización precisa,,DNPyM,Privada,,300478
38035080,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador General San Martin,Museo David Rhys,25 de Mayo 99,,E3103XAF,343,491 8000 INT 1460 / 1462,geociencia@uapar.edu,,-32.0757170,-60.4631750,Localización precisa,,DNPyM,Privada,1909,300511
38035080,38,38035,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Libertador Gral. San Martín,Centro De Visitantes Ledesma,"Reconquista 442, Barrio Ledesma",,Y4512GCB,3886,429 439,,,-23.8317450,-64.7895360,Localización precisa,,DNPyM,Privada,2008,300512
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,"Museo Histórico, Arqueológico Y De Arte Pablo Baldwin",Miguel F. Aráoz Esq. 9 de Julio,,Y4500EZJ,,,,,-24.2352570,-64.8656670,Localización precisa,,DNPyM,,,300841
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Histórico Regional Fray José María Bottaro,9 de Julio 134,,B2930HZD,3329,427 677,musehistoricosanpedro@yahoo.com.ar,,-33.6756010,-59.6616000,Localización precisa,,DNPyM,Privada,1982,300842
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Museo Cacique Bonifacio Maidana,Av. 25 de Mayo y San Martín,,3352,3751,470 222,,,-26.6223370,-54.1146820,Localización precisa,,DNPyM,Municipal,1987,300843
38063180,38,38063,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Pedro,Casa Museo Fernando García Curten,Mitre 1574,,B2930ABP,3329,427 352,,,-33.6834210,-59.6697560,Localización precisa,,DNPyM,Mixta,1993,300844
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Casa Macedonio Graz,Lamadrid Esq. Güemes,,Y4600EDA,388,431 0405,,,-24.1831010,-65.3070420,Localización precisa,,DNPyM,,,300853
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Bellas Artes Jorge Mendoza,Av. Urquiza 410,,Y4600AQD,388,422 0149,,,-24.1832450,-65.2986920,Localización precisa,,DNPyM,Municipal,,300854
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo En Maquetas Tupac Amaru,Alvear 1152,,Y4600AJP,,,,,-24.1844130,-65.3090440,Localización precisa,,DNPyM,,,300855
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Ciencias Naturales Carlos Darwin - Colegio Nacional Nº1 Teodoro Sánchez De Bustamante,Gorriti 353,,Y4600DXG,388,423 3599,,,-24.1844730,-65.2989380,Localización precisa,,DNPyM,Provincial,,300856
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Catedral,Sarmiento Esq. Belgrano,,Y4600DYF,388,422 6569,,,-24.1852250,-65.3001540,Localización precisa,,DNPyM,Privada,,300857
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Y Centro Cultural Culturarte,San Martín Esq. Sarmiento,,Y4600ADJ,388,424 9539,,,-24.1864190,-65.3000740,Localización precisa,,DNPyM,,,300858
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Policial,Belgrano 493,,Y4600ABG,388,423 7764,,,-24.1852000,-65.3001000,Localización precisa,,DNPyM,Provincial,1994,300859
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo De Arte Sacro San Francisco,Belgrano 677,,Y4600ABK,388,423 3434,,,-24.1851580,-65.3021110,Localización precisa,,DNPyM,Privada,2000,300860
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Histórico Provincial,Lavalle 256,,Y4600EAF,388,422 1355,,,-24.1859000,-65.3028000,Localización precisa,,DNPyM,Provincial,1943,300861
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,Museo Arqueológico Provincial,Lavalle 434,,Y4600EAJ,388,431 0693,,,-24.1837000,-65.3030000,Localización precisa,,DNPyM,Provincial,1994,300862
38021060,38,38021,,Espacios de Exhibición Patrimonial,Museos,Jujuy,San Salvador de Jujuy,"Museo De Geología, Mineralogía Y Paleontología",Av. Bolivia 1661,,Y4600GNE,388,422 1593 INT 218,,,-24.1790000,-65.3431000,Localización precisa,,DNPyM,Nacional,2000,300863
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Ojito De Agua,Jujuy 558,,Y4624APL,388,15 5812 490,,,-23.5778960,-65.3940280,Localización precisa,,DNPyM,,,300919
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Ermitas Tilcareñas,Rivadavia S/N,,Y4624AYL,388,423 4386,,,-23.5809890,-65.3978610,Localización precisa,,DNPyM,,,300920
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Pucará,"Pucara S/N (A 1 Km de Tilcara, en la Margen Izquierda del Río Grande)",,Y4624BIA,388,495 5006,,,-23.5809890,-65.3978610,Localización precisa,,DNPyM,Nacional,,300921
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Medardo Pantoja,Alberro 560,,Y4624ADL,,,,,-23.5809890,-65.3978610,Localización precisa,,DNPyM,Privada,1977,300922
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Bellas Artesfundación Hugo Irureta,Belgrano y Bolívar,,Y4624AFH,388,495 5124,,,-23.5769560,-65.3946730,Localización precisa,,DNPyM,Privada,,300923
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Regional De Pintura José Antonio Terry,Rivadavia 352,,Y4624AYH,388,495 5005,museoterry@cootepal.com.ar,,-23.5769740,-65.3930490,Localización precisa,,DNPyM,Nacional,1966,300924
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo Arqueológico Dr. Eduardo Casanova,Belgrano 445,,Y4624AFI,388,495 5006,,,-23.5768110,-65.3953680,Localización precisa,,DNPyM,Nacional,1968,300925
38094050,38,38094,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tilcara,Museo De Escultura Ernesto Soto Avendaño,Belgrano 577,,Y4624AFK,388,495 5354,,,-23.5772150,-65.3935090,Localización precisa,,DNPyM,Provincial,1974,300926
38098040,38,38098,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Tumbaya,Museo Cecilio Bustamante,"Coronel Quintana, Esq. Buenos Aires S/N",,4618,388,499 6015,,,-23.8646880,-65.4721780,Localización precisa,,DNPyM,Privada,2005,300951
38028060,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Familiar Dora Arancibia,Mariano Arancibia S/N,,Y4626XAD,,,,,-23.3188300,-65.3486660,Localización precisa,,DNPyM,,,300956
38028060,38,38028,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Uquia,Museo Takashi Takahashi,Cátulo Aparicio S/N,,Y4626XAD,388,423 0901,,,-23.3188300,-65.3486660,Localización precisa,,DNPyM,,,300957
38112080,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi,Casa Hacienda Del Marquesado De Tojo,Av. Marqués Campero S/N,,4651,3887,491 138,,,-22.1360210,-65.4654890,Localización precisa,,DNPyM,Municipal,,301043
38112090,38,38112,,Espacios de Exhibición Patrimonial,Museos,Jujuy,Yavi Chico,Museo Mama Antonia - Tata Portal,Comunidad Aborigen Yavi Chico,,Y4651XAG,,,,,-22.0958680,-65.4671080,Localización precisa,,DNPyM,,2008,301044
38007020,38,38007,,Espacios de Exhibición Patrimonial,,Jujuy,Abra Pampa,Arqueológico Leopoldo Aban,Sarmiento 450,,,,,,,-22.7222680,-65.6934830,Localización precisa,,Gobierno de la Provincia de Jujuy,Municipal,,301049
38094050,38,38094,,Espacios de Exhibición Patrimonial,,Jujuy,Tilcara,De Esculturas Alfredo Yacuzzi,Ambrosetti Entre Debenedetti y Castañeda,,,,,,,-23.5809890,-65.3978610,Localización precisa,,Gobierno de la Provincia de Jujuy,Privado,,301075
38112080,38,38112,,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,De Antigales,,,,3887,491138,,,-22.1360210,-65.4654890,Localización precisa,,Gobierno de la Provincia de Jujuy,,,301078
38112080,38,38112,,Espacios de Exhibición Patrimonial,,Jujuy,Yavi,Casa De Hacienda De Yavi Del Marquesado De Toso,,,,,,,,-22.1360210,-65.4654890,Localización precisa,,Gobierno de la Provincia de Jujuy,Provincial y Municipal,,301079
42070010,42,42070,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alpachiri,Museo Histórico Municipal De Alpachiri,Ceballos s/n - Estación de Ferrocarril-,,L6309AEA,2953,497 102,,,-37.3781750,-63.7739050,Localización precisa,,DNPyM,Municipal,,300012
42133020,42,42133,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Alta Italia,Museo Histórico Municipal,Aristóbulo del Valle 351,,L6207AEG,2302,491 168,,,-35.3336150,-64.1192720,Localización precisa,,DNPyM,Municipal,2005,300016
42147010,42,42147,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Arata,Museo Histórico De Arata,Libertad 250,,L6385AGF,2335,498 052,museoarata@hotmail.com,,-35.6374470,-64.3557670,Localización precisa,,DNPyM,Municipal,2005,300032
42077020,42,42077,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Bernasconi,Museo Lucio V. Mansilla,Av. San Martín S/N,,L8204AFB,2925,499 222,,,-37.9043480,-63.7451110,Localización precisa,,DNPyM,Privada,1968,300068
42098010,42,42098,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Histórico Familiar Orgales,Sobre Ruta Nº 105,,6319,2338,496 012,,,-36.4778830,-65.3429260,Localización precisa,,DNPyM,Privada,,300096
42098010,42,42098,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Carro Quemado,Museo Atelier Antonio Ortiz Echagüe,"Establecimiento ""La Holanda""",,6319,2338,496 038,,,-36.4778830,-65.3429260,Localización precisa,,DNPyM,Mixto Provincial y Privado,1905,300097
42056020,42,42056,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Ceballos,Museo De La Biblioteca Popular Francisco Ceballos,Ruta Provincial N° 13 Km 80,,6221,2954,473 237,,,-35.2721570,-63.7708720,Localización precisa,,DNPyM,Privada,2012,300104
42112020,42,42112,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia 25 de Mayo,Museo Geominero Don José Cholino,Ruta Provincial Nº 4 Parque Industrial,,8201,299,494 8177,,,-37.7698620,-67.7116310,Localización precisa,,DNPyM,Privada,,300266
42119010,42,42119,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Barón,Museo Colonia Barón,San Martín 345,,L6315AFC,2333,476 201,,,-36.1516080,-63.8593090,Localización precisa,,DNPyM,Municipal,1999,300267
42154030,42,42154,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Colonia Santa María,La Casa Museo De Los Abuelos Guinder,San Martín S/N,,8214,2952,493 024,,,-37.4975340,-64.2249050,Localización precisa,,DNPyM,Privada,,300270
42035010,42,42035,,Espacios de Exhibición Patrimonial,Museos,La Pampa,Conhelo,Museo Agrario José A. Gaillaurdou,Estación del ferrocarril,,L6381XAI,2334,482 001,,,-36.0018180,-64.5959440,Localización precisa,,DNPyM,Municipal,,300289
